Labels,IA1,IA-11,IA-12,IA-13,IB2,IB-14,IB-15,IB-16
cg00899350,0.857529681,0.872541816822052,0.828290773092499,0.734375250274134,0.622515864,0.662398217260595,0.62287188218881,0.647951230784016
cg00918181,0.952195245,0.944613412261397,0.931542708963445,0.919832971522157,0.947036915,0.948110383929216,0.939072473017326,0.944173965375407
cg00923880,0.841369607,0.83661097779218,0.836486080400104,0.85088535285902,0.844998391,0.846294527713992,0.872877553336826,0.873464443656398
cg00930606,0.425705771,0.366483126496363,0.176548460303871,0.344661692912024,0.878008632,0.83083771592516,0.841412564557915,0.827605588122829
cg00953006,0.84773841,0.723009145143815,0.732180473946403,0.499847791495003,0.790873239,0.72520744600325,0.649271057038779,0.715255036101585
cg00973118,0.077489273,0.115651148332002,0.0717800574757224,0.218967597276116,0.101973285,0.123965579564284,0.0840528934857533,0.149459826544074
cg00980622,0.910256606,0.923454747218338,0.713826856680313,0.799969459413551,0.733339849,0.920894064081043,0.775876978793351,0.720387967145177
cg01000188,0.942171889,0.921012390966706,0.904335951478421,0.889349737683537,0.749549916,0.683628611070134,0.87785932112922,0.671843785696761
cg01017147,0.935993976,0.936392353980897,0.921709877206656,0.828427052884817,0.928138805,0.879378041793429,0.942041997351047,0.898248996264922
cg01066431,0.590071049,0.605370492303011,0.595165484983498,0.693376452365877,0.783021836,0.805042548777407,0.817540392991361,0.852218259634759
cg01078772,0.797299732,0.848711696946246,0.79886169391926,0.838620294505725,0.890465283,0.82621821478917,0.792857004254277,0.796327636426625
cg01094192,0.482993439,0.479191992599835,0.514929718371399,0.567545485352735,0.611264913,0.620355560315046,0.598507652021907,0.633612958442426
cg01094687,0.932921584,0.739419098968932,0.733200677829754,0.654025460387156,0.712266363,0.687894327329058,0.674201201078844,0.696640112290977
cg01094748,0.060020565,0.0871970842764706,0.0933401408425134,0.073606746899795,0.060296903,0.0592643091321774,0.0750929932729719,0.0919357758328715
cg01101873,0.66937532,0.655827430658322,0.746853546646941,0.838472280290892,0.570145528,0.258726271753141,0.552025137963201,0.553283773740167
cg01104306,0.482150168,0.677998346665551,0.511695316851487,0.535805796900303,0.625270763,0.400931523920946,0.39483333730041,0.360331782306751
cg01126532,0.947936149,0.945452602764587,0.932249101373582,0.911259389210343,0.948178513,0.93600796168613,0.94122217038054,0.927479860991345
cg01156747,0.705660721,0.866163698228922,0.414670406950418,0.681179468994582,0.727581669,0.728988704328239,0.565097132370089,0.640350818356824
cg01165661,0.096780566,0.121050772216492,0.138816820865688,0.472519899291949,0.665703209,0.587214507788266,0.657512034640675,0.650591111884682
cg01169021,0.258041176,0.247004676567124,0.264743051436097,0.289751038820215,0.291380069,0.30321168124407,0.27264187513771,0.290610927250836
cg01180479,0.011619098,0.0195168848893864,0.0187695148017918,0.113326789248904,0.031131559,0.0290471122723733,0.0317355492380912,0.0679414547225943
cg01196336,0.905154741,0.910700471598906,0.87352112940945,0.876289931833018,0.922566288,0.909179828692131,0.918038422172281,0.901954914463304
cg01208566,0.399377676,0.430224919926027,0.415489503487888,0.580909199970128,0.938763814,0.925126837591915,0.924391019619816,0.933032011411855
cg01218619,0.976983839,0.975750181858454,0.968107382765954,0.93317191652081,0.970837096,0.965984418697312,0.976632300656627,0.9650890797674608
cg01219135,0.937957325,0.913999188534426,0.911422356368692,0.901994862770935,0.925923689,0.941898644471586,0.901828012244559,0.917498112825754
cg01223011,0.474729208,0.460477729661463,0.596043114174754,0.516578369115613,0.464072139,0.445943835572215,0.437157792216156,0.445439239758671
cg01242676,0.571077016,0.533149959846696,0.527943949690126,0.568246591795753,0.079244649,0.350637354824354,0.201710170865356,0.135462371542734
cg01248445,0.89154422,0.755197739789216,0.800320939070028,0.828586224490803,0.796245508,0.813062309884371,0.823623858394916,0.785640427424498
cg01270593,0.978309809,0.937887647863094,0.928159661116711,0.880524902743599,0.950686194,0.937441648869014,0.935866086235592,0.929386946881526
cg01274753,0.610757212,0.841561572083298,0.732312053962144,0.632639407267836,0.965506442,0.974438230687277,0.938114431589833,0.963659745035098
cg01293179,0.930630308,0.904993855428596,0.897090501879217,0.91522516150981,0.942082852,0.721709844848698,0.890085714258878,0.920328662009657
cg01301319,0.635074089,0.63723368703443,0.548344564216135,0.550963470078953,0.824990554,0.833760810003622,0.797568429422426,0.787647838950733
cg01309328,0.712593548,0.733387866668902,0.631167820032161,0.59226023282842,0.489025963,0.450479183435382,0.506625090549602,0.450716483832854
cg01314743,0.384869465,0.529569226008235,0.469579468275058,0.528222821689802,0.518189436,0.508132322708487,0.395468102442742,0.433695981171679
cg01324343,0.643365595,0.680748424246532,0.662892716462973,0.681647670333629,0.592130685,0.62863909716354,0.665035704635311,0.649557523464273
cg01351327,0.683225499,0.682983094448493,0.683495536695825,0.750213598463438,0.93629585,0.938166902960237,0.928181470354554,0.938604053722557
cg01359962,0.696805698,0.653152047294908,0.647484519381043,0.624580889922722,0.505802199,0.511039731331828,0.492183110622452,0.47517124797118
cg01365639,0.68921071,0.852438392383654,0.6821640259989,0.684911088651268,0.419801149,0.390882015133079,0.455915051017249,0.475623214322335
cg01396157,0.405770469,0.615885682713101,0.336796794743856,0.445185125272165,0.383796809,0.332736166411146,0.437212597564144,0.393768475810761
cg01426903,0.904510944,0.935272706128504,0.889450518199948,0.803592309188987,0.925833228,0.900219921220522,0.906464768667267,0.904935397756975
cg01435791,0.922646547,0.727761727903825,0.913709263902153,0.703757602729914,0.901680515,0.933597194539052,0.919388828769587,0.918993027917694
cg01439322,0.890895431,0.652290879347455,0.86639131055888,0.588229559534543,0.927741508,0.924218807884762,0.916392988507684,0.920506421076854
cg01484296,0.94512354,0.930245083046884,0.920022074024188,0.93328619210127,0.917632207,0.93374585755899,0.922874068769008,0.930401240314
cg01485549,0.811252942,0.784668599708064,0.699100426695222,0.708820261669703,0.819071005,0.889178297024109,0.810213573122749,0.693376915589886
cg01530154,0.924308919,0.818081089352254,0.930942864775207,0.701168178563973,0.916653686,0.925654410378123,0.939113340579207,0.89534101068654
cg01552731,0.567895355,0.500392772438583,0.452931594211825,0.379875515348224,0.699625477,0.736215924858281,0.6273415130544,0.734500722362428
cg01569709,0.663033068,0.603264354733356,0.591855067510207,0.56481000727341,0.653971556,0.559387194956569,0.646809894657962,0.626019693509015
cg01584932,0.935989228,0.925140307713869,0.772342590081388,0.75992823462778,0.816889288,0.630934753816467,0.838949523694618,0.844644505997946
cg01601299,0.387850903,0.32984254232949,0.469970281159167,0.341857239892813,0.541586025,0.496042914850199,0.470776159390109,0.470394513297493
cg01607530,0.941668841,0.938567085621329,0.925031856365636,0.836321492163292,0.936374944,0.940575667097323,0.93007117438591,0.932118775029176
cg01613691,0.937220556,0.946214574816327,0.940823401993335,0.885713040488059,0.743289702,0.580179901980787,0.719696765793213,0.671578760010553
cg01622416,0.702255196,0.688726343015182,0.694681369047382,0.586332076752526,0.557505068,0.539167568656935,0.539341637493981,0.531441289951954
cg01646323,0.623833979,0.578569461806221,0.546956768510405,0.575200382766472,0.874914661,0.901196739644224,0.871538451856106,0.885414782964821
cg01758314,0.034930804,0.0390038940938161,0.110123839037888,0.113844475416858,0.508248558,0.4754246190587,0.493994138587718,0.506022383045681
cg01806192,0.790096857,0.915812332489917,0.694840807481939,0.76554076725259,0.923578401,0.637964610208748,0.710055563079479,0.718464223438933
cg01809217,0.919661904,0.934825949206537,0.909422836783833,0.91059700451886,0.908139397,0.949448884222105,0.89031527758654,0.88626737396451
cg01830073,0.441962464,0.505382577081785,0.0863281005992424,0.49361526038944,0.566370647,0.579426937710321,0.758861090627102,0.70211628638376
cg01870826,0.575431691,0.61780877644202,0.612388196705948,0.671753470046914,0.753679871,0.766351948501953,0.760799485962202,0.75234125155048
cg01874867,0.952860049,0.930534709013354,0.933815811961535,0.916496395387942,0.943324265,0.942629967586202,0.938831404372238,0.940239978076051
cg01894498,0.985294988,0.965479584488046,0.962298020053873,0.93938490735166,0.980923378,0.950708883786762,0.96612546955034,0.960027592460488
cg01905633,0.381133472,0.411879192788588,0.389376091411739,0.427905263152103,0.459904458,0.4823357043152,0.467664151823024,0.447616187529881
cg01987333,0.940673705,0.907602823684001,0.653082800082524,0.78652568463643,0.936577969,0.9303748106716,0.911238442363006,0.836175797489179
cg02032841,0.926992802,0.894476479906484,0.906156266128278,0.884774792075616,0.907198836,0.914101056567473,0.830778098774351,0.926142522532154
cg02067022,0.942494898,0.924393390198748,0.931504951741002,0.900884892112659,0.76850587,0.69652364008877,0.726528354172652,0.736724097627931
cg02105042,0.509070001,0.492627744842475,0.511221971803028,0.561262173209741,0.633510987,0.607100911271365,0.597461026161632,0.613854356942664
cg02158486,0.922354528,0.937608014697441,0.93666097779277,0.880183073263664,0.938021284,0.924382596239382,0.94160704165783,0.925832605105025
cg02228675,0.505827108,0.524310987020934,0.509276634138164,0.527875948349328,0.523737076,0.498295286001968,0.524110361647962,0.511112686492297
cg02238549,0.701084301,0.686975472048803,0.697181552472367,0.751337112745434,0.946046847,0.945622664669548,0.935372493507961,0.905573470431055
cg02273436,0.874773255,0.941907434147723,0.464859643047893,0.633178741552682,0.801564221,0.883940223976912,0.916298350251058,0.880084717368597
cg02274366,0.079824211,0.049552434373076,0.191996967372956,0.257325281190415,0.428272459,0.375950916695978,0.391837133930506,0.400405320138526
cg02278114,0.63704004,0.66638431942849,0.670340204151108,0.490532888267835,0.661489923,0.677122627944161,0.664481184027457,0.665517817327341
cg02315096,0.534285917,0.522269840025928,0.347308191636993,0.500614535656546,0.554846795,0.48809767050732,0.504365254316007,0.512879312488474
cg02326224,0.916821361,0.900751368650672,0.910957891214546,0.894088864221942,0.89608337,0.914903474061911,0.921677434454225,0.918107872941878
cg02331649,0.632832045,0.896971917805722,0.89083570563164,0.882223180822138,0.926732854,0.91709413778991,0.915727320870748,0.92136255333878
cg02400092,0.552681148,0.508609050535097,0.55515078632288,0.53132245742708,0.513524403,0.55113846368743,0.444006072345117,0.45564947767208
cg02421962,0.477467244,0.46948978883262,0.457574897553274,0.563076324957743,0.381265095,0.404182139289916,0.437260870835437,0.396868905521691
cg02426999,0.695976296,0.744209330927292,0.911705395246009,0.67914789063852,0.939222808,0.911938709830924,0.922764711997407,0.930020697379025
cg02428792,0.970226508,0.969075413882923,0.969637366458077,0.936518099028572,0.971714532,0.969569717088225,0.969444780070483,0.965602627881976
cg02450064,0.466812339,0.500608124477428,0.475798956606616,0.526676951666431,0.487417933,0.487601008516134,0.489225087852691,0.466922837851849
cg02473254,0.061037556,0.110442273713767,0.075334080611717,0.354795974131904,0.106912452,0.529267228975087,0.120062278908529,0.0925539143541145
cg02484210,0.923837501,0.925652952199848,0.91609077717243,0.92667111665427,0.552708288,0.563894244214379,0.551705317987478,0.551258595686642
cg02498063,0.684472413,0.665532843874015,0.672501835610175,0.65057731413246,0.878651907,0.913436392715861,0.879393663942914,0.888984864812337
cg02508651,0.969563166,0.947783732294758,0.94921581648931,0.924941540615746,0.440028185,0.475573004870643,0.516497827673543,0.479906001277135
cg02518216,0.925383342,0.944045515240569,0.92655538341708,0.890368998387416,0.928952845,0.946379873574515,0.931846780767103,0.928396777980745
cg02531924,0.900492847,0.819748902427902,0.819921492352434,0.801051920171244,0.714878124,0.733604092735152,0.69681509586373,0.729035984485354
cg02546490,0.213447457,0.0693924409441268,0.0788014065560492,0.189601419413448,0.833576272,0.765789252569853,0.604744584960093,0.616246872413639
cg02552250,0.948262217,0.950453718942235,0.898673359030162,0.871065696267448,0.802563658,0.887085241784434,0.728187594756911,0.696839488429948
cg02586712,0.607347849,0.462757500692308,0.383912146218424,0.438394317684743,0.710979503,0.830708462152993,0.705525428147742,0.761426589878946
cg02596779,0.706963372,0.58363126083283,0.771589138994527,0.763742631348573,0.649220711,0.628826049061716,0.601071028715104,0.60242828888538
cg02607237,0.469249189,0.668064718063555,0.468059410556743,0.493296510951551,0.697142126,0.655633508227411,0.666652284869245,0.670112185809306
cg02616710,0.898185385,0.914379896084608,0.91146634206741,0.831371098928605,0.888662943,0.909495157429069,0.904833490882023,0.899893574238719
cg02621481,0.583086055,0.389276864388221,0.544936722403031,0.610231463803567,0.814747076,0.692021926332845,0.711365444413306,0.786249671065248
cg02624836,0.868937358,0.717833498891538,0.830922498010378,0.603477266771424,0.454387257,0.428181727586888,0.408369082508938,0.427296576205771
cg02641400,0.941884592,0.757360927335944,0.739501299381456,0.705506384053517,0.05984899,0.0813420696984095,0.057874549817174,0.0607434278230377
cg02645340,0.930857299,0.949504822766604,0.936705800620178,0.931444622998025,0.945246995,0.941923303077953,0.925291428546327,0.935756401371796
cg02675527,0.771532762,0.540257163780276,0.545834647440168,0.688586902852426,0.555394509,0.636321725617008,0.536673973625674,0.614005901094731
cg02736908,0.645765289,0.623132338344717,0.550314325456145,0.607702088921238,0.636575191,0.81908022954228,0.652091966965286,0.636286175499996
cg02738086,0.928791563,0.691880598141348,0.828088439973537,0.802693714287763,0.674018049,0.596128134776617,0.634678996634549,0.634281673021242
cg02744588,0.878250253,0.871378146622804,0.880549238403887,0.905027555944534,0.864766864,0.872404283249462,0.86134321973787,0.8597807204287
cg02753027,0.606331192,0.569112095996562,0.681482107674324,0.556412961220391,0.744625967,0.746888834192433,0.774190841579686,0.768578849243817
cg02796478,0.927589666,0.912077305803011,0.901568671574518,0.883970338839222,0.939122518,0.918462006309143,0.927023980841066,0.897220682563496
cg02799427,0.882575537,0.806710778486024,0.926344719538964,0.799788829677203,0.617577589,0.524164028180981,0.543552334113082,0.587198699826802
cg02872426,0.947395638,0.719388150421908,0.678743591259153,0.772033797198801,0.553159013,0.403410067325127,0.420525978652082,0.387134783577116
cg02881189,0.906334352,0.903658825958714,0.892794459620118,0.794664155440174,0.929692704,0.892903735602485,0.847509795189569,0.914533197867785
cg02942766,0.938322867,0.945335100238964,0.926234967632645,0.892804818037357,0.918829952,0.933063741523128,0.93864979487738,0.91577809425964
cg02971253,0.836860455,0.806244083153313,0.562683142366245,0.626366136464005,0.620536339,0.796112289324865,0.559217778356576,0.568002021219545
cg03041510,0.694348745,0.702245175130235,0.554802650111296,0.538507609158622,0.718554257,0.780163220953319,0.615050134663838,0.666363942629837
cg03047995,0.880566735,0.87786171558259,0.857700240980197,0.838770345353987,0.880596806,0.859463798475269,0.863466024884879,0.825279745796025
cg03095800,0.737153843,0.878289704606581,0.902427972092491,0.80310554674627,0.673918617,0.694499221128997,0.657810792126912,0.581533060233554
cg03147184,0.470494936,0.625811456362058,0.524890076893775,0.457612346497278,0.674161722,0.656752816757586,0.666309320466064,0.643848543337024
cg03176993,0.936272001,0.93622064484632,0.939102610030698,0.768259963958094,0.728633448,0.7776233937854,0.939433175939565,0.907952482458341
cg03179435,0.601199905,0.544124109101969,0.656049399769231,0.88369528162518,0.936598468,0.92170375303909,0.92627723308526,0.89236644041845
cg03190769,0.841320781,0.932617352123941,0.919409729646828,0.701889155206614,0.936744953,0.936784057334979,0.925416771665388,0.907436311902209
cg03207666,0.931976359,0.941344015702618,0.9356406447978,0.909606516963789,0.931011012,0.940353523040155,0.913909943711334,0.931533918472556
cg03209871,0.088898979,0.0732332363784742,0.100758774803303,0.324364503270862,0.07405658,0.0782080604755024,0.0937142981384917,0.141076317278781
cg03242666,0.862725235,0.840521640447682,0.862538049184784,0.883857477299185,0.861584365,0.847558943221116,0.846339781793342,0.861357337522674
cg03270395,0.804855361,0.867094483987386,0.923314739985736,0.722742674354554,0.922958017,0.905023831570422,0.884100076519011,0.734150093971769
cg03271533,0.306510007,0.495140300603896,0.184164039338821,0.458835936140826,0.049686959,0.279593458821652,0.0687292597408101,0.0726015819266768
cg03278811,0.078011728,0.120049704874309,0.150781647706312,0.121677057149539,0.10758221,0.14388575091344,0.0797031197740677,0.173536588872564
cg03297163,0.975207174,0.973459261955826,0.974308338798621,0.930572514404927,0.947108805,0.971097712259681,0.968169045942952,0.950409174221969
cg03315344,0.738071973,0.567830780184524,0.676278632181787,0.720106961249258,0.94707259,0.92174775095341,0.933213078322993,0.90904894330267
cg03325664,0.931813967,0.936501300089691,0.913487510147236,0.86839467190725,0.928566804,0.934041776959191,0.927024100687703,0.892270442217917
cg03330678,0.816685748,0.913662425535884,0.767638379703721,0.765109623947744,0.886776428,0.878478192250235,0.793332321709114,0.789622232843094
cg03370951,0.944701763,0.943292926808385,0.919216104903616,0.879136403345425,0.938716262,0.935040618908449,0.936117370011512,0.922861554080522
cg03395511,0.621724562,0.607035313192531,0.57172149096468,0.617113949214722,0.615604788,0.649830122786896,0.693032029953011,0.671673430177034
cg03421353,0.744041063,0.861010666784265,0.774325825653008,0.790579301211575,0.588128062,0.665941578000781,0.518045074505704,0.498712865692875
cg03428047,0.67553095,0.853726909472662,0.631209463706288,0.579400924514076,0.877322617,0.879798420786334,0.776773503349583,0.897000133793584
cg03428864,0.948049963,0.948146292562934,0.904600868907435,0.841465321659775,0.913159049,0.920235348117091,0.928783083405247,0.887457992675562
cg03433986,0.944739632,0.945430014754246,0.934591226230505,0.921679270421595,0.95984736,0.934496830661614,0.945521837081953,0.935400670908606
cg03444077,0.988533862,0.98651599379084,0.98025590359334,0.94133945311042,0.986538617,0.983575755875235,0.987917877937129,0.977975828864866
cg03481509,0.869989302,0.85401638838344,0.562598907823035,0.607680274709069,0.459798687,0.430481121116732,0.492742860947833,0.543709171332489
cg03520938,0.955532402,0.980162201695432,0.973204365252751,0.935535775695477,0.960425074,0.964118694582469,0.966263513856489,0.955788897370329
cg03556313,0.747974338,0.755516929833254,0.79339332497544,0.738430444711158,0.755565672,0.77463959105025,0.789607276254392,0.779662940126606
cg03611551,0.538429695,0.539866794544858,0.510375029572042,0.462511978388518,0.852521393,0.632936406586556,0.70225121183311,0.69537162338687
cg03646740,0.553016172,0.525062729010036,0.536197886921979,0.531256194943498,0.228143477,0.309688095968155,0.208541173397465,0.22989175229094
cg03669367,0.93039454,0.870630870768716,0.903122491378218,0.791550440972317,0.722824185,0.914800374521324,0.889182159523087,0.913511292192947
cg03695236,0.942840922,0.927107199041028,0.924691576396178,0.729615407064264,0.907556175,0.904030820896163,0.921218866683423,0.906116402747572
cg03706720,0.306584891,0.271236816363336,0.724129896049223,0.270568067135633,0.67148483,0.456148245660638,0.504281348159347,0.439805868264253
cg03721454,0.536330831,0.576375864172002,0.276631702139866,0.354747715116254,0.276853296,0.276284031064325,0.273155699497035,0.308361600839717
cg03738707,0.979073086,0.978544637606163,0.976769857897038,0.960926781061125,0.973994604,0.977075757327979,0.981793590073477,0.968128318287483
cg03753385,0.586872854,0.625763086398597,0.65310130919244,0.660021286990086,0.522281608,0.661240052708329,0.576380592852917,0.559211833390638
cg03755052,0.479701627,0.537486987684862,0.342168493137414,0.474828565304406,0.865180858,0.92093443972285,0.916489169125909,0.921770254821546
cg03804621,0.520703826,0.536100404206724,0.509208834946725,0.559479210513208,0.571531003,0.575006323039438,0.540138628383881,0.586748915691698
cg03826642,0.942511341,0.953311361206665,0.949578079471635,0.907298594422574,0.955880694,0.949112058833855,0.956465127591557,0.945245249581166
cg03848129,0.633926031,0.748260655925482,0.723043348138287,0.67953533168504,0.651631601,0.724490113718761,0.661065623479892,0.674480993382723
cg03880506,0.971507044,0.975957865318388,0.945028678156851,0.942855412052548,0.958613106,0.971000179261629,0.933417955098081,0.947775923866716
cg03880611,0.588508378,0.555574898233044,0.414256037549699,0.445188310284143,0.047054359,0.0466573480903126,0.0454994983290875,0.0933521343395054
cg03889540,0.940141642,0.885616582844734,0.929126257065947,0.903686744053101,0.937385147,0.925004892733228,0.917514288309982,0.911672169838124
cg03894068,0.799495195,0.783259118923641,0.857851562597845,0.837511032657979,0.898612253,0.878713346201536,0.871287180440332,0.898279657116434
cg03898952,0.51696026,0.512387928231909,0.480272092202082,0.496475806003674,0.511878044,0.494467025467462,0.485165860528727,0.480359163555721
cg03906434,0.01709255,0.0204619427300672,0.0312122620940378,0.0781223619249202,0.020650147,0.020330836778609,0.0177346876920825,0.0276020983758995
cg04006327,0.505576228,0.536454980259447,0.333377713609206,0.450986141130691,0.138247305,0.12524632804831,0.143642668233985,0.164155608478001
cg04019914,0.951330444,0.94876378073881,0.90894672471771,0.9475064118266,0.947786403,0.949018727710131,0.955557634032841,0.950613296533107
cg04036777,0.725755222,0.713815815782439,0.689575604963048,0.685052429982923,0.397300468,0.503798446148824,0.365892957325441,0.366792161088158
cg04060561,0.595613508,0.605303135510475,0.606505200666037,0.679270333330592,0.415812243,0.378086102631566,0.36422963283785,0.376835938290549
cg04064054,0.92037717,0.812037175300288,0.760781110434198,0.736584421044312,0.702986539,0.414708670960781,0.498305834050791,0.306949205792925
cg04070847,0.316507326,0.321957949496954,0.357821286558091,0.480008797039188,0.041628344,0.0469267432360048,0.0620248730211003,0.0638646328423415
cg04131969,0.025228381,0.0310064372558859,0.0300988323053504,0.0224119148810029,0.021474667,0.0338994159895794,0.0237532541194889,0.0266055090575972
cg04141796,0.955208828,0.949635972807693,0.949907766502866,0.931887873393734,0.954294322,0.952487727907959,0.9492108041437,0.937678666503994
cg04156219,0.941946831,0.93534958359418,0.938661455974171,0.901892461089654,0.948725972,0.937587431146163,0.929372012471622,0.941113864078033
cg04176472,0.938801831,0.937396625626838,0.895199273819907,0.881853237642633,0.705091112,0.572625975769749,0.65722397539991,0.707638048598808
cg04178523,0.519759315,0.625520285493978,0.361090421508818,0.591159361039944,0.583442369,0.573038017287955,0.594178994042452,0.568058420904453
cg04216235,0.721368344,0.750933010984973,0.737171279641598,0.616522133109505,0.926660166,0.921910249128089,0.92199845417212,0.920380233174306
cg04217706,0.921409728,0.909815025562906,0.908452996828315,0.839439815324572,0.8718813,0.867795772266356,0.892801349290689,0.873614229366414
cg04264002,0.546639705,0.705470221565339,0.569118307103156,0.6892096614711,0.612709989,0.58093783213557,0.577404026701896,0.614803160790736
cg04362989,0.892008487,0.912614261119716,0.926481894861434,0.893971722286664,0.936086289,0.924811349266357,0.932758786047483,0.920375459876859
cg04391463,0.960980026,0.923016745094525,0.865257732399935,0.909783840585392,0.933297959,0.569619583012744,0.555587150755029,0.596029370637478
cg04410756,0.793090727,0.730036230960052,0.743962231607675,0.797393341210083,0.765896843,0.729899169672157,0.745749831574257,0.722045830248529
cg04454285,0.477896013,0.474174122760317,0.585750364505028,0.565850765345666,0.424907985,0.360828152069085,0.372583747408416,0.418550720804364
cg04481923,0.951864515,0.958279413090807,0.948412469756184,0.938044383445127,0.957864779,0.951766769284713,0.953154131685659,0.954021242374575
cg04520704,0.309975765,0.367963200015504,0.0518313953304915,0.28489705230437,0.437468542,0.496623123836016,0.349524294005601,0.472987240281322
cg04522575,0.924691475,0.94069458733658,0.68695210338848,0.912822734547584,0.682082151,0.474405880300733,0.577803429627076,0.505746712943672
cg04547181,0.358419886,0.572085191846688,0.327999456649557,0.473343867318648,0.235273254,0.159121393032051,0.27460900862011,0.314916412222243
cg04548463,0.948871953,0.919525709335454,0.897504003130938,0.920349156978387,0.846963477,0.945728216002779,0.936309169404885,0.934793720130044
cg04605697,0.443963306,0.480998640515818,0.925100874821157,0.585856621926165,0.414523077,0.373898420752924,0.36747957115662,0.366237600129567
cg04630490,0.647284207,0.703188062479378,0.826787602604984,0.858763861291167,0.868536274,0.903743638862449,0.896768645570638,0.864824153957333
cg04653913,0.54798194,0.554924873781555,0.522659700890221,0.56135237669439,0.503660581,0.489560522260947,0.475379651239522,0.496025385844021
cg04657146,0.494371742,0.415826293047747,0.430930079422606,0.466149368008702,0.486349337,0.449306548236394,0.445577750170193,0.457177855948357
