Unnamed: 0,Labels,EA LL 1,EA LL2,EA1,EA_gld,EB LL 3,EB LL4,EB1,EB2,EA,EB
359328,cg00354437,0.421006646,0.669580947,0.512105291,0.528321447,0.772447607,0.653714503,0.030661691,0.086307747,0.461864873,0.371641374
314789,cg00364704,0.268847736,0.317840576,0.242343739,0.40877008,0.622800712,0.386413911,0.545925621,0.148315289,0.437484699,0.453749288
375907,cg00373901,0.537811476,0.653604945,0.504289577,0.516100531,0.484886773,0.393282973,0.479623513,0.342149371,0.552549061,0.512017664
701068,cg00374658,0.687453727,0.934060627,0.94593267,0.820624216,0.924215473,0.907893698,0.945003504,0.899673515,0.874487688,0.817751747
270183,cg00375199,0.402448451,0.16861432,0.193510972,0.23004186,0.32566557,0.223116471,0.089647865,0.51130544,0.448451573,0.403694596
634952,cg00386007,0.812126865,0.937620897,0.943389878,0.934244101,0.903033997,0.662632728,0.914242201,0.625973583,0.78828873,0.712718731
318111,cg00391418,0.385592167,0.783349672,0.181247179,0.080197099,0.271591228,0.572251174,0.502514369,0.222565168,0.579313916,0.472103851
734389,cg00397103,0.876575995,0.942680503,0.933731631,0.882039835,0.935742069,0.927777614,0.847379451,0.849865676,0.848934232,0.77091044
357832,cg00407100,0.764355943,0.935808777,0.598582117,0.732396233,0.205305075,0.181637676,0.098034462,0.136334251,0.592648567,0.349542187
264739,cg00413030,0.300490202,0.843666341,0.286309614,0.133105174,0.099827489,0.094492128,0.050033925,0.236164705,0.517766396,0.432829675
384590,cg00413250,0.525441021,0.73706496,0.926634918,0.892107705,0.178069254,0.172733326,0.06731037,0.534733641,0.734685369,0.457914166
708798,cg00420742,0.814149596,0.898460054,0.939796102,0.930677616,0.863342931,0.906195347,0.853333844,0.890759263,0.749694592,0.737094418
352629,cg00423969,0.26651704,0.759767175,0.630572111,0.528375514,0.579644333,0.242125849,0.493154609,0.074842459,0.581878029,0.445653005
395011,cg00447940,0.383951455,0.880823696,0.937626457,0.947554402,0.080296481,0.12034271,0.043311859,0.791179007,0.760629934,0.538456977
208092,cg00458754,0.269623987,0.41120781,0.064543158,0.134223731,0.1200187,0.072313527,0.026745798,0.118572053,0.381872657,0.279790138
523738,cg00475343,0.447007261,0.657333508,0.948849089,0.928332909,0.880658231,0.856828335,0.904000276,0.235996045,0.697155993,0.714422843
504990,cg00478326,0.75632909,0.823762898,0.914442447,0.937369645,0.66593526,0.354083423,0.567018274,0.63892161,0.789011916,0.677999269
382194,cg00499277,0.392053984,0.915520112,0.942684774,0.92234507,0.163771429,0.405916996,0.08153869,0.176349768,0.679074359,0.343025685
476590,cg00507036,0.703312799,0.849323078,0.723888415,0.697632892,0.636663835,0.596192616,0.577682453,0.533229822,0.737045171,0.674000449
426167,cg00517605,0.439822455,0.852804228,0.637044833,0.491681332,0.631973396,0.493211135,0.529733296,0.549691825,0.498627816,0.598887257
420598,cg00523308,0.473602415,0.901001606,0.926673044,0.943479313,0.239350671,0.088958359,0.089143785,0.885286682,0.809116736,0.539954256
305608,cg00527316,0.482822522,0.899513602,0.516481685,0.529028194,0.093710731,0.107562802,0.039659149,0.110735224,0.58588011,0.35881296
332612,cg00527928,0.52772198,0.609263584,0.615826506,0.395832613,0.609411234,0.283272963,0.050940735,0.156177547,0.619838657,0.430109014
391028,cg00540238,0.621747552,0.804405377,0.671451859,0.691144536,0.361114015,0.157270009,0.118931907,0.700860064,0.724844968,0.577043933
638057,cg00551578,0.920783501,0.940771142,0.935920444,0.923514772,0.830561418,0.857518067,0.940274332,0.402030644,0.863943048,0.680856527
248684,cg00561322,0.366366687,0.303682178,0.24437652,0.289914632,0.23257441,0.035021297,0.071829233,0.21942087,0.458193529,0.345953745
582204,cg00564212,0.430814321,0.845027948,0.93600802,0.951433202,0.939690558,0.899468773,0.932456545,0.438879623,0.678164307,0.745139893
288331,cg00594894,0.370144161,0.60142026,0.466066549,0.499333427,0.217805239,0.230888311,0.044483934,0.047017719,0.410692694,0.182560354
426155,cg00610648,0.793944603,0.680568695,0.824570536,0.809792303,0.353992547,0.441270885,0.552498739,0.169128295,0.853692217,0.638615169
589274,cg00611573,0.690122532,0.881892931,0.904241871,0.920400634,0.853951839,0.825514119,0.828889373,0.522185247,0.729174105,0.791440473
233046,cg00621805,0.167397412,0.535324685,0.122725903,0.113901898,0.135867024,0.277575647,0.072269757,0.093659774,0.282987196,0.285067956
253649,cg00647178,0.269343441,0.127993567,0.22331878,0.255780742,0.342813232,0.363689423,0.100673402,0.162986858,0.374623539,0.306484937
541995,cg00660445,0.597031357,0.909416043,0.716805679,0.781496126,0.917150233,0.65928457,0.868189443,0.585134573,0.792561431,0.732208521
560375,cg00666014,0.753261776,0.886650309,0.921864483,0.858272429,0.62494888,0.688543455,0.55690616,0.906515979,0.733701834,0.68272179
350914,cg00669347,0.596502681,0.339536461,0.473339742,0.447011987,0.301352292,0.383365587,0.517476407,0.489491596,0.683755124,0.547085023
391594,cg00669487,0.374755286,0.459493006,0.372941748,0.103451733,0.853064783,0.756083745,0.770079653,0.445702241,0.440293792,0.608805675
441463,cg00688591,0.459730904,0.678939929,0.597896769,0.598155316,0.734692232,0.808343888,0.606165452,0.354755051,0.633198983,0.617286709
331483,cg00692862,0.270235405,0.672778495,0.26177918,0.538065113,0.372262706,0.475210605,0.429718449,0.208916709,0.450887921,0.283091695
422762,cg00704384,0.570429724,0.597055389,0.88474459,0.914695113,0.418996046,0.415874611,0.47129916,0.304957159,0.753353453,0.480649322
772962,cg00705730,0.862393071,0.885870496,0.933040396,0.940122806,0.917061372,0.941525805,0.943875236,0.906061468,0.807244217,0.871298158
473062,cg00718959,0.817610458,0.893978772,0.894112415,0.907791732,0.567972901,0.530049523,0.518433283,0.142317649,0.703395641,0.562429871
396907,cg00719768,0.583166725,0.256007768,0.088938591,0.074048345,0.567087161,0.809222159,0.934252924,0.899831512,0.46946713,0.760531453
609435,cg00723424,0.716543722,0.907683324,0.909503269,0.881639027,0.898795247,0.855167893,0.860922635,0.54068287,0.757424405,0.736636369
328663,cg00728046,0.661927014,0.856843007,0.617360996,0.671529064,0.134394743,0.076062808,0.043997489,0.11913415,0.704021267,0.347429134
532042,cg00734904,0.586628099,0.740243564,0.813456563,0.817931471,0.827792493,0.810875452,0.858030741,0.486326098,0.567155649,0.58655813
315867,cg00741035,0.532443203,0.551677537,0.538314067,0.538469036,0.102212383,0.088390716,0.074606457,0.53443431,0.622657647,0.412662032
309535,cg00783306,0.315603052,0.649297869,0.460730724,0.43059576,0.092825883,0.232011515,0.515518115,0.152272161,0.466581915,0.37602133
440070,cg00802250,0.406324125,0.924332808,0.91206155,0.908773753,0.656386207,0.35682828,0.370297257,0.284453569,0.691285341,0.455621427
303325,cg00804096,0.273207385,0.614249231,0.471222332,0.473700841,0.155009311,0.229917581,0.043779036,0.47930315,0.427208811,0.350643673
364539,cg00804634,0.553939326,0.671883528,0.553395374,0.505309905,0.235505533,0.379231238,0.38292684,0.468453408,0.61730461,0.576684568
228498,cg00807063,0.269480737,0.234426115,0.355622796,0.095528741,0.125738034,0.0586451,0.046345724,0.272192816,0.381113275,0.41355053
333762,cg00813027,0.609196459,0.496104974,0.380541612,0.524244564,0.192740336,0.286348133,0.140680871,0.637895514,0.52548118,0.459336515
339126,cg00823898,0.348976918,0.294124896,0.90306663,0.934974975,0.13499084,0.13196576,0.061914012,0.548271911,0.644880849,0.376721125
357278,cg00828455,0.46422044,0.932893966,0.879925613,0.825426027,0.196047476,0.030931581,0.041156793,0.273998402,0.712018523,0.446076427
321363,cg00848123,0.424535989,0.73422906,0.494032213,0.42982973,0.161783923,0.170603906,0.120908624,0.51992409,0.658306702,0.397819315
346742,cg00849282,0.415377078,0.91928074,0.661327541,0.838821362,0.062705014,0.199359266,0.066426272,0.320671437,0.621116938,0.385215899
274436,cg00851732,0.17952072,0.647364267,0.506313593,0.536679981,0.098956222,0.076586436,0.048418973,0.128917572,0.510220465,0.313887859
486287,cg00926466,0.678211417,0.860861302,0.72108468,0.643359352,0.73880309,0.57256188,0.529021996,0.694859937,0.775460643,0.605336887
619088,cg00976422,0.779112825,0.902897763,0.947388792,0.958087779,0.86488507,0.864205718,0.508467414,0.809455499,0.825686409,0.672523641
355761,cg01030842,0.478987218,0.837361905,0.895428704,0.949745552,0.096955308,0.046701503,0.039716026,0.277463034,0.650408656,0.521510773
566149,cg01041810,0.787969115,0.913287166,0.931223172,0.918981761,0.706764186,0.593476044,0.58251049,0.81102005,0.895962079,0.726925852
386641,cg01047647,0.527078845,0.919835303,0.940419323,0.927786847,0.159004388,0.094715719,0.082706858,0.413329389,0.756074826,0.547229398
351703,cg01055103,0.287468508,0.488394455,0.061289281,0.053698189,0.811642524,0.782318536,0.946961738,0.128324643,0.464448766,0.623260293
407729,cg01062109,0.650821989,0.88204376,0.833873871,0.845162067,0.210642825,0.366631601,0.104236939,0.471704523,0.662187248,0.507961201
453934,cg01080888,0.605204988,0.846368845,0.9523299,0.937536543,0.480380444,0.156549116,0.109736607,0.92144206,0.786054872,0.57364962
425813,cg01103464,0.69461513,0.791458027,0.58171743,0.405962271,0.796218962,0.644721022,0.511968166,0.194296025,0.641354554,0.427212414
537170,cg01104306,0.785796247,0.809158919,0.884218736,0.939227071,0.577636534,0.701843077,0.927260944,0.364511463,0.628857282,0.649713791
215839,cg01113065,0.324200907,0.222817647,0.133125324,0.085179604,0.125184348,0.092202375,0.065942794,0.254490509,0.455773311,0.453544097
732340,cg01119439,0.744686798,0.931464766,0.928871883,0.927740181,0.946382717,0.896849271,0.907024366,0.905021723,0.759173059,0.737446606
302054,cg01134526,0.36686427,0.762023768,0.253484473,0.408610678,0.432028347,0.100702217,0.180076953,0.215671673,0.487498734,0.345522612
384452,cg01171839,0.43934269,0.431258899,0.478630624,0.480077272,0.826584938,0.509712546,0.503897573,0.362517925,0.515122827,0.537990653
395023,cg01186181,0.600849448,0.676158228,0.326008577,0.352044014,0.549583947,0.610788296,0.443171248,0.626658761,0.513641266,0.447644561
486235,cg01188069,0.440546767,0.576033529,0.595689556,0.284200859,0.848150746,0.84802048,0.931724037,0.913788486,0.475329764,0.739794876
452642,cg01200393,0.397506667,0.881713801,0.950061731,0.925742815,0.657490873,0.356561435,0.616733252,0.206389323,0.666429279,0.619285909
640582,cg01217578,0.917813165,0.953198724,0.941794393,0.956074656,0.816401436,0.769114379,0.846100682,0.565361394,0.857832974,0.640157882
549939,cg01258042,0.558496476,0.784856724,0.90045965,0.896624593,0.826363402,0.909281076,0.704805508,0.525549297,0.569967027,0.689716045
668815,cg01262938,0.718796072,0.843712061,0.949592957,0.920812146,0.907509759,0.828458234,0.946045354,0.802066298,0.916603068,0.875150711
493064,cg01265613,0.724420929,0.791116176,0.899248559,0.908483928,0.704767934,0.470295055,0.522383547,0.501438266,0.693515728,0.552364062
354254,cg01275848,0.53086967,0.684652814,0.532539858,0.473841203,0.589415025,0.464033589,0.176687547,0.147585183,0.622297957,0.538559425
356858,cg01283794,0.461336369,0.603707322,0.159194232,0.435745394,0.636316204,0.752568912,0.490121013,0.099256862,0.551753941,0.493084673
369962,cg01300338,0.381815064,0.8341798,0.846651641,0.855829591,0.306451724,0.256083034,0.15357348,0.193162212,0.515837079,0.365554073
532056,cg01309511,0.637722486,0.906221053,0.58638732,0.643193291,0.938240558,0.709628877,0.849980269,0.670006995,0.642275773,0.544686573
401551,cg01311379,0.318765136,0.646018447,0.116929627,0.473791818,0.818915131,0.88450727,0.800678919,0.21859687,0.433848609,0.590473724
416245,cg01316116,0.570240616,0.895721849,0.931841429,0.570967567,0.441355578,0.32177608,0.029924166,0.725790173,0.821115638,0.577663476
430128,cg01320298,0.449832249,0.633972461,0.528271906,0.873712532,0.183655457,0.352798367,0.747093677,0.913953365,0.664352793,0.575109386
393725,cg01328841,0.725279604,0.93822417,0.923650368,0.89908199,0.157968894,0.062108303,0.060666846,0.400256062,0.738638553,0.490285188
327491,cg01336414,0.628437074,0.742258872,0.816778717,0.553577145,0.098436531,0.048929556,0.063386246,0.209012593,0.597194406,0.466500297
456177,cg01353612,0.739284087,0.90991474,0.897792227,0.913881203,0.70181034,0.213427936,0.497882944,0.166726159,0.69303468,0.612451888
203599,cg01360261,0.249237971,0.160551195,0.117045336,0.067412659,0.309795169,0.055094891,0.067349465,0.143829749,0.322419254,0.270576344
572027,cg01371123,0.525544402,0.921188267,0.721899672,0.917082879,0.839675401,0.887391961,0.549900779,0.930704062,0.747741724,0.752790574
334225,cg01408663,0.567833521,0.306472152,0.086268559,0.067472634,0.594244414,0.582116231,0.548192149,0.523025356,0.436243913,0.52565904
579909,cg01414065,0.635990577,0.893265439,0.914078954,0.919043704,0.880356071,0.768525254,0.832656443,0.512049658,0.775825482,0.653724389
418549,cg01414728,0.547585875,0.75374332,0.880175539,0.851206428,0.438009987,0.242565791,0.263363335,0.542003899,0.70632454,0.455056442
416204,cg01415346,0.859734841,0.413446418,0.568814412,0.590329368,0.437690023,0.50410356,0.56681239,0.546190591,0.639863166,0.563983969
395951,cg01424970,0.453475209,0.842327073,0.5947632,0.515480642,0.685614218,0.380995237,0.532174456,0.194116195,0.681211502,0.606738572
632617,cg01427130,0.761875653,0.883803348,0.92387185,0.93257743,0.8945739,0.903612928,0.911021945,0.508133949,0.805365861,0.77271829
339965,cg01427460,0.339350833,0.830301935,0.942375114,0.953333483,0.062443342,0.044659883,0.049712085,0.150155557,0.768402197,0.354051806
424530,cg01446417,0.678680669,0.66732244,0.609158602,0.535454386,0.456988429,0.499943389,0.557425004,0.598150698,0.673489182,0.652060517
306389,cg01470666,0.61141416,0.859496403,0.229664645,0.588684388,0.194234341,0.092661283,0.055710866,0.161512873,0.687293861,0.407562678
586255,cg01471111,0.767816468,0.859947613,0.531101493,0.555134307,0.891508327,0.94205949,0.941291976,0.915648175,0.73527046,0.859793548
363561,cg01476443,0.418262948,0.449821947,0.484395615,0.498278439,0.547753754,0.766688133,0.215539344,0.355207331,0.653939974,0.627757191
315411,cg01503679,0.099068228,0.104446629,0.519561326,0.449755257,0.662983078,0.566647024,0.50874628,0.041331582,0.327901883,0.485781951
626798,cg01503807,0.748612072,0.921757446,0.898639607,0.642704545,0.906610046,0.929782158,0.819867815,0.815956534,0.746747253,0.719718089
266543,cg01510278,0.378269652,0.372706319,0.452103179,0.483384793,0.184386212,0.05587843,0.055386417,0.095156348,0.458638507,0.258387612
348735,cg01518268,0.481712359,0.576507917,0.471153302,0.659553467,0.212590083,0.581204576,0.036473427,0.495483851,0.471458705,0.447815074
669168,cg01541903,0.704086123,0.822949317,0.884847159,0.868677123,0.861751729,0.898125144,0.931197506,0.94709748,0.711051608,0.681220316
352161,cg01566982,0.414759296,0.260876383,0.379662935,0.539965501,0.606995394,0.670854677,0.168544477,0.525562399,0.507976519,0.403401843
267609,cg01574473,0.262064041,0.351790932,0.516259362,0.483773791,0.089043233,0.12869837,0.122697937,0.143640559,0.406321448,0.363325081
381784,cg01574903,0.497869508,0.914244805,0.940826026,0.883656935,0.20961982,0.102099424,0.079964682,0.365965329,0.699494849,0.479481735
324750,cg01586400,0.550193989,0.538642593,0.585424872,0.667675011,0.121156896,0.050413672,0.066221276,0.534150234,0.613670925,0.386694826
415855,cg01594108,0.728144269,0.937811915,0.942193989,0.932502346,0.549438535,0.072767544,0.056681145,0.262832336,0.795815292,0.507641863
434400,cg01597747,0.601670178,0.805112319,0.845087149,0.668065807,0.587610152,0.337755372,0.441603491,0.457268353,0.678704231,0.468547881
790590,cg01607297,0.832313299,0.919254008,0.944313412,0.948751541,0.92463129,0.92402948,0.948983194,0.947491635,0.887976144,0.879443736
287044,cg01614426,0.473948929,0.10806907,0.335184353,0.091137994,0.319781579,0.490967214,0.067118221,0.567491985,0.486906303,0.476514673
419520,cg01628245,0.419793363,0.68780945,0.58233206,0.544532283,0.462117061,0.543153645,0.830031315,0.462334897,0.489255524,0.612253481
389058,cg01634544,0.683458914,0.887325821,0.860807497,0.938130153,0.073443909,0.137628941,0.080969516,0.437632448,0.731270164,0.367648116
577586,cg01639943,0.581849354,0.900404649,0.939008231,0.920942427,0.824202699,0.91964333,0.810137345,0.441409722,0.72947675,0.65703944
275011,cg01651583,0.424907227,0.475670899,0.620687822,0.567538322,0.026316802,0.042147183,0.037709094,0.037253396,0.493282735,0.23095545
344330,cg01658787,0.302699899,0.852981894,0.901140161,0.753274193,0.102734222,0.344286444,0.085155931,0.102350381,0.664641446,0.373396295
153314,cg01663696,0.209526184,0.163899152,0.064313498,0.066465467,0.072621446,0.045383027,0.027458415,0.119838578,0.384366492,0.322786014
272484,cg01724831,0.212509246,0.567255913,0.465610445,0.509443587,0.049639901,0.031451958,0.044265904,0.306450786,0.496756091,0.265583127
457087,cg01731192,0.784652336,0.86891125,0.90025709,0.931942452,0.472110336,0.491143258,0.470291122,0.134265485,0.797356598,0.520279182
545849,cg01759114,0.666613902,0.690892927,0.825013625,0.7221356,0.852124376,0.835522091,0.901888486,0.575555456,0.712996257,0.684887343
363185,cg01766873,0.376802929,0.528456671,0.619945281,0.402353209,0.220078379,0.579837374,0.120836666,0.882087362,0.495747221,0.483914767
638582,cg01774343,0.917220209,0.914541379,0.921410441,0.91355135,0.859089395,0.851266208,0.895252086,0.481917696,0.804924512,0.657333597
716392,cg01819912,0.9222445,0.935563311,0.765464748,0.775417802,0.907996174,0.93106133,0.937636256,0.9516985,0.91192488,0.839824484
473229,cg01870646,0.650192759,0.930009479,0.931238112,0.928400169,0.479227958,0.642242385,0.539580706,0.17361229,0.82783081,0.636440146
505519,cg01879056,0.473862616,0.903996654,0.942213778,0.93588037,0.695664543,0.618186,0.498779296,0.595192686,0.592152108,0.530172219
370134,cg01886921,0.458511766,0.236066683,0.905247037,0.907822911,0.227703314,0.144016039,0.065413743,0.885628373,0.711068881,0.612944947
344619,cg01895504,0.464414993,0.739447976,0.867560885,0.893012155,0.055885199,0.078838003,0.053366027,0.296272852,0.57081975,0.338945138
380292,cg01897074,0.416659182,0.786464893,0.509050534,0.198057484,0.529344562,0.336850591,0.282176318,0.914732653,0.57782535,0.59296411
378466,cg01903327,0.532323417,0.817076796,0.895496103,0.912458572,0.085366299,0.104380806,0.045081076,0.555602614,0.813159398,0.360052733
489975,cg01907347,0.457160502,0.524224159,0.812658375,0.608150234,0.919607645,0.834795123,0.873082686,0.454883169,0.566093825,0.650256136
485814,cg01909070,0.892628909,0.893043331,0.934241914,0.92904694,0.264173905,0.478754702,0.554695079,0.486293482,0.812635754,0.709717898
426004,cg01919594,0.530630937,0.831997718,0.479828047,0.161406729,0.642479296,0.697020737,0.621343604,0.65895932,0.456525923,0.637727557
197606,cg01961214,0.321994467,0.091539011,0.112779177,0.07283172,0.041568933,0.285047789,0.049948836,0.136792,0.380655041,0.301407406
436385,cg01972495,0.690707724,0.91166509,0.589009921,0.890527948,0.415003093,0.307506873,0.505681472,0.462101625,0.704889258,0.468603294
324607,cg01990147,0.604482469,0.602648507,0.507304611,0.532407735,0.05990675,0.191107701,0.066369047,0.547188391,0.561266038,0.432682266
523974,cg01998692,0.696562086,0.895845656,0.914274144,0.798596502,0.453479502,0.840528409,0.463178802,0.798874305,0.687955702,0.60348908
673768,cg02003175,0.841030331,0.937301484,0.945374474,0.899906714,0.943636137,0.953034933,0.920162225,0.500355314,0.776795167,0.859405998
510192,cg02028556,0.63876991,0.926474474,0.879666923,0.87878385,0.892736957,0.849908074,0.512104582,0.137464636,0.787744376,0.54964107
428631,cg02070549,0.677574555,0.856625339,0.518366222,0.500474692,0.615948842,0.453140212,0.509637404,0.529353918,0.450409488,0.537066167
515419,cg02096701,0.767265827,0.894890976,0.928062915,0.895377995,0.490781112,0.417369795,0.506107382,0.872399999,0.75206725,0.499328772
271046,cg02116437,0.501883127,0.454003636,0.138267361,0.098034491,0.284080269,0.453230761,0.088870399,0.141005818,0.503149607,0.461914469
361572,cg02126277,0.581581882,0.840974406,0.56374906,0.558328098,0.337738129,0.186527912,0.089980378,0.548162238,0.691320648,0.48256193
319391,cg02126759,0.488805709,0.285767153,0.879050054,0.910132325,0.163511807,0.03741592,0.056206576,0.201082636,0.636333469,0.382230261
541581,cg02127549,0.508230301,0.754458783,0.93876794,0.695330877,0.916211704,0.936547949,0.901981499,0.37918624,0.803199707,0.616261081
702421,cg02150809,0.711345428,0.888106365,0.940748756,0.952527281,0.928679646,0.933344945,0.871482218,0.84446659,0.810333873,0.782628727
438772,cg02165680,0.40510952,0.85732491,0.86254125,0.928150038,0.40242117,0.296625272,0.499091091,0.549979334,0.687631975,0.559200013
487787,cg02170810,0.700299676,0.443554746,0.857338011,0.808977712,0.655161897,0.611314479,0.824013388,0.556334484,0.738501001,0.624587572
258055,cg02174341,0.409770485,0.075545825,0.477359277,0.468510373,0.047563191,0.177216682,0.077160845,0.18950079,0.375397073,0.339701233
327839,cg02193015,0.473462516,0.531703059,0.178656419,0.076238702,0.479942593,0.381973041,0.522927642,0.521609301,0.473174064,0.589179957
361054,cg02197022,0.383344298,0.368442807,0.422940876,0.466171353,0.443216032,0.4996524,0.436204858,0.679574221,0.4179042,0.476483233
389948,cg02201457,0.616536706,0.933977994,0.879272226,0.934913647,0.089795553,0.132855809,0.053009238,0.471746815,0.745849205,0.462908227
340140,cg02207998,0.257727389,0.861130324,0.927623145,0.854143916,0.093131095,0.195019809,0.040886216,0.145972427,0.673747914,0.332467267
641718,cg02208529,0.515669218,0.93247453,0.890838296,0.871247652,0.936224215,0.858331608,0.859514627,0.908339015,0.793112312,0.733806583
372390,cg02218802,0.666390042,0.944739874,0.866284641,0.88161748,0.103520476,0.054224121,0.126853048,0.219280685,0.777788875,0.407304449
451534,cg02221517,0.814244475,0.847364529,0.703167179,0.79896316,0.596479954,0.60459239,0.509714637,0.102809185,0.704657877,0.554675881
373717,cg02233915,0.712413026,0.589704983,0.152250726,0.392414125,0.357052437,0.614383869,0.514819299,0.547839887,0.598962074,0.625669948
643305,cg02240352,0.732374391,0.919172007,0.868269139,0.777361188,0.913044995,0.812550244,0.908745589,0.850588439,0.679635244,0.712476652
295451,cg02262107,0.437616168,0.481368552,0.073584531,0.055616842,0.470406396,0.4982383,0.464839212,0.121531476,0.416883088,0.461565349
394154,cg02293935,0.629668337,0.753554808,0.846416549,0.900390051,0.252858923,0.108465058,0.077325027,0.604512585,0.824436389,0.533667453
350785,cg02300143,0.270166147,0.852991851,0.521975437,0.586640312,0.411134275,0.275190649,0.510082838,0.117797277,0.52255301,0.356219728
399586,cg02343430,0.433092024,0.878784426,0.56072645,0.541198335,0.34870037,0.666256754,0.499410565,0.322929123,0.635356555,0.46564848
324144,cg02348726,0.381790421,0.63010003,0.869571648,0.657488029,0.205243173,0.138583535,0.067603137,0.153170048,0.682565011,0.41614107
512850,cg02359712,0.28805877,0.752265929,0.673759009,0.625998746,0.801087343,0.887859958,0.910146239,0.805599222,0.494687714,0.78317805
353911,cg02374294,0.558194749,0.750767006,0.502054709,0.508455482,0.624058633,0.036333098,0.078924661,0.53560496,0.719430813,0.518557036
464871,cg02416821,0.700977316,0.69682314,0.16180613,0.05053779,0.867656832,0.896648532,0.871234769,0.916583983,0.502605772,0.758610939
316965,cg02424687,0.322495535,0.370159582,0.078594029,0.057642323,0.778146145,0.709867865,0.511599716,0.151004702,0.415245174,0.449473191
297364,cg02428209,0.872768855,0.531821159,0.54946387,0.487567623,0.047390631,0.025417494,0.025243869,0.096895107,0.527362149,0.297026384
155562,cg02433515,0.190264907,0.077121405,0.087306037,0.047213969,0.078575691,0.080369994,0.069704779,0.1538165,0.315299709,0.321211012
600017,cg02484476,0.721787615,0.838319763,0.841632801,0.653048574,0.87035722,0.89386368,0.830095038,0.85595775,0.754116066,0.783796708
435177,cg02490185,0.511771347,0.599001224,0.724082408,0.867728597,0.701273116,0.549541792,0.479531247,0.322011775,0.660009284,0.461874143
